season,week,celebrity_name,vote_mean,vote_std,vote_CI_lower,vote_CI_upper,viewers,viewers_actual,votes_actual_mean,votes_actual_std,votes_actual_CI_lower,votes_actual_CI_upper,consistency_acceptance,consistency_mse,consistency_kl,certainty_score,confidence_interval_width,relative_uncertainty,is_eliminated
1,4,Kelly Monaco,0.1839202140364374,0.0591701080482662,0.0639856824593997,0.2846381448154779,17.92,17920000.0,3295850.2355329585,1060328.3362249304,1146623.4296724426,5100715.555093364,0.0362154821186057,0.0334370611024504,0.2672792335135097,9.431032093861331e-07,3954092.1254209215,0.3217161765402453,False
1,4,Rachel Hunter,0.0792787693184304,0.0524682304049226,0.0054757549931618,0.1924592839939017,17.92,17920000.0,1420675.546186273,940230.688856213,98125.52947745947,3448870.3691707184,0.0362154821186057,0.0334370611024504,0.2672792335135097,1.0635676417335973e-06,3350744.839693259,0.6618194360987009,True
1,4,Joey McIntyre,0.3633056972768737,0.1283491399807681,0.1601901817001818,0.6743390407715196,17.92,17920000.0,6510438.095201576,2300016.5884553646,2870608.0560672577,12084155.610625632,0.0362154821186057,0.0334370611024504,0.2672792335135097,4.3477928387129226e-07,9213547.554558374,0.3532813851882807,False
1,5,John O'Hurley,0.2641519218258646,0.1858964257684495,0.0166250106349345,0.6878402464896228,17.92,17920000.0,4733602.439119494,3331263.949770615,297920.19057802623,12326097.217094041,1.0,1.634919481511393e-05,8.827434801660528e-05,3.001862701040511e-07,12028177.026516015,0.7037481479729569,False
1,5,Kelly Monaco,0.4966385313027993,0.2108939615167522,0.1213938832028233,0.8932963613744697,17.92,17920000.0,8899762.480946163,3779219.790380199,2175378.3869945933,16007870.795830496,1.0,1.634919481511393e-05,8.827434801660528e-05,2.646048102152289e-07,13832492.408835903,0.4246427697897863,False
1,5,Joey McIntyre,0.2392095468713363,0.1752282628722779,0.0097005272898528,0.6413474026401058,17.92,17920000.0,4286635.0799343465,3140090.47067122,173833.4490341622,11492945.455310697,1.0,1.634919481511393e-05,8.827434801660528e-05,3.184620605291609e-07,11319112.006276535,0.7325303908816314,False
1,6,John O'Hurley,0.3584430158822019,0.2205603014737946,0.0203060049085581,0.8134894564171816,17.92,17920000.0,6423298.844609058,3952440.6024103994,363883.6079613611,14577731.058995895,1.0,3.11740960732543e-05,6.809794662294543e-05,2.530081657348585e-07,14213847.451034535,0.6153287738943675,False
1,6,Kelly Monaco,0.6415569841177964,0.2205603014737945,0.1865105435828181,0.9796939950914418,17.92,17920000.0,11496701.15539091,3952440.6024103975,3342268.9410041003,17556116.392038636,1.0,3.11740960732543e-05,6.809794662294543e-05,2.530081657348586e-07,14213847.451034535,0.3437891051518775,False
2,1,Tatum O'Neal,0.1037149841169859,0.0979591759279629,0.0021186472919332,0.3639012601356536,18.64,18640000.0,1933247.3039406172,1825959.0392972284,39491.58552163484,6783119.488928583,0.2,0.0007503166829846,0.0528872679078903,5.476571110421879e-07,6743627.903406949,0.9445036005353796,False
2,1,Tia Carrere,0.0995415959508075,0.0909447063904022,0.0021851558380346,0.3276816902743946,18.64,18640000.0,1855455.3485230517,1695209.3271170969,40731.30482096494,6107986.706714715,0.2,0.0007503166829846,0.0528872679078903,5.898973030093657e-07,6067255.40189375,0.91363520467711,False
2,1,George Hamilton,0.1191950356121443,0.0957515557121528,0.0090095047775092,0.3608365110131125,18.64,18640000.0,2221795.46381037,1784808.998474528,167937.16905277147,6725992.565284417,0.2,0.0007503166829846,0.0528872679078903,5.602837281585699e-07,6558055.396231646,0.8033183195961648,False
2,1,Lisa Rinna,0.1096195428419533,0.0961208516152073,0.0040219392933623,0.3591722720623965,18.64,18640000.0,2043308.2785740094,1791692.674107464,74968.94842827327,6694971.15124307,0.2,0.0007503166829846,0.0528872679078903,5.581311216595952e-07,6620002.202814797,0.8768587162764575,False
2,1,Stacy Keibler,0.1062776968731605,0.0953076459620076,0.0032304011136069,0.356415122038248,18.64,18640000.0,1981016.2697157117,1776534.5207318217,60214.67675763262,6643577.874792943,0.2,0.0007503166829846,0.0528872679078903,5.628933327424055e-07,6583363.19803531,0.8967793692006202,False
2,1,Jerry Rice,0.1046767875854188,0.097321478375324,0.0024850925241951,0.3629469215787769,18.64,18640000.0,1951175.3205922064,1814072.3569160393,46322.124650996666,6765330.618228401,0.2,0.0007503166829846,0.0528872679078903,5.512456242122534e-07,6719008.493577404,0.9297331396983052,False
2,1,Giselle Fernandez,0.1013526799921057,0.0954261820644584,0.0020783945473654,0.3524175368918243,18.64,18640000.0,1889213.9550528503,1778744.0336815044,38741.274362891054,6569062.887663606,0.2,0.0007503166829846,0.0528872679078903,5.621941206100122e-07,6530321.613300715,0.9415259869979864,False
2,1,Master P,0.1304429414317961,0.0907186770330606,0.0198671460238558,0.3712269408816774,18.64,18640000.0,2431456.4282886796,1690996.1398962494,370323.6018846721,6919670.178034467,0.2,0.0007503166829846,0.0528872679078903,5.913670558078854e-07,6549346.576149794,0.695466355153407,False
2,1,Drew Lachey,0.1053681845782626,0.0983870410855674,0.0018314863423499,0.3521834607274686,18.64,18640000.0,1964062.9605388148,1833934.4458349762,34138.90542140214,6564699.707960014,0.2,0.0007503166829846,0.0528872679078903,5.452754633600028e-07,6530560.802538612,0.9337452427349174,False
2,1,Kenny Mayne,0.0198105510173645,0.0185205703390649,0.0003423663835646,0.0665423092459629,18.64,18640000.0,369268.6709636743,345223.43112016976,6381.709389644144,1240348.6443447485,0.2,0.0007503166829846,0.0528872679078903,2.89666637078738e-06,1233966.9349551043,0.9348841595991502,True
2,2,Tatum O'Neal,0.0303709534039371,0.0268640038272634,0.00035661881303,0.0977297694468577,18.64,18640000.0,566114.5714493876,500745.0313401898,6647.3746748792,1821682.9024894275,0.2,0.0008025826750782,0.0441742052359617,1.9970203205078108e-06,1815035.5278145482,0.8845294867753779,True
2,2,Tia Carrere,0.1159459464002327,0.1079296487679655,0.0020576748247059,0.4018622352009256,18.64,18640000.0,2161232.4409003374,2011808.653034877,38355.05873251798,7490712.064145254,0.2,0.0008025826750782,0.0441742052359617,4.970649178919432e-07,7452357.005412736,0.9308617689436437,False
2,2,George Hamilton,0.1132576154726585,0.1057680300157407,0.0023449793798743,0.4047890858544957,18.64,18640000.0,2111121.9524103543,1971516.0794934067,43710.415640856954,7545268.5603278,0.2,0.0008025826750782,0.0441742052359617,5.072236048073984e-07,7501558.144686943,0.9338712418969668,False
2,2,Lisa Rinna,0.1282386713840288,0.1069499858269276,0.005660140488876,0.398061991638346,18.64,18640000.0,2390368.834598297,1993547.7358139304,105505.01871264864,7419875.524138769,0.2,0.0008025826750782,0.0441742052359617,5.016180352328923e-07,7314370.505426121,0.8339916865377588,False
2,2,Stacy Keibler,0.1296747806094683,0.1089538525813178,0.004439150393078,0.4095800822589863,18.64,18640000.0,2417137.910560489,2030899.8121157638,82745.76332697392,7634572.733307504,0.2,0.0008025826750782,0.0441742052359617,4.923923384314442e-07,7551826.96998053,0.840208497513837,False
2,2,Jerry Rice,0.1127505977224695,0.1058033651924954,0.0022011484586222,0.4071519295157852,18.64,18640000.0,2101671.1415468315,1972174.7271881143,41029.40726871781,7589311.9661742365,0.2,0.0008025826750782,0.0441742052359617,5.070542072971249e-07,7548282.558905519,0.9383840736075352,False
2,2,Giselle Fernandez,0.1146261687396358,0.105773178879124,0.0026840017887781,0.3936309937423454,18.64,18640000.0,2136631.7853068113,1971612.0543068715,50029.79334282378,7337281.723357318,0.2,0.0008025826750782,0.0441742052359617,5.071989140138626e-07,7287251.930014494,0.9227664157508338,False
2,2,Master P,0.137614965295956,0.0983150214534244,0.0149377739467382,0.3977569548272482,18.64,18640000.0,2565142.9531166195,1832591.9998918308,278440.10636720003,7414189.637979907,0.2,0.0008025826750782,0.0441742052359617,5.456748989322917e-07,7135749.531612707,0.7144210024105099,False
