season,week,actual_elim,rank_pred,pct_pred,match_rank,match_pct,bias_metric_rank,bias_metric_pct
12,5,Petra Nemcova,Petra Nemcova,Petra Nemcova,True,True,1.2537313429841834,7.058310204681807
12,6,Chris Jericho,Chris Jericho,Chris Jericho,True,True,0.8521739128619282,7.717398532015846
12,7,Kendra Wilkinson,Kendra Wilkinson,Kendra Wilkinson,True,True,1.0396039600254878,27.02132720010444
12,8,Romeo,Romeo,Romeo,True,True,0.9999999995,10.545606478923693
12,9,Ralph Macchio,Ralph Macchio,Ralph Macchio,True,True,0.9999999991999999,1.6745457689561252
12,10,,Chelsea Kane,Kirstie Alley,False,False,0.7499999991562499,0.41663216649914425
13,1,Metta World Peace (Ron),Metta World Peace (Ron),Metta World Peace (Ron),True,True,0.9913344886523672,1.8762365678750832
13,2,Elisabetta Canalis,Carson Kressley,Elisabetta Canalis,False,True,0.9633757960855347,5.608370008358933
13,3,Kristin Cavallari,Carson Kressley,Kristin Cavallari,False,True,0.941780821810299,3.9296102324996895
13,4,Chynna Phillips,Carson Kressley,Chynna Phillips,False,True,1.194690265272633,3.0250625124125903
13,5,Carson Kressley,Carson Kressley,Carson Kressley,True,True,0.9230769229146238,3.2388606230950394
13,6,Chaz Bono,Chaz Bono,Chaz Bono,True,True,0.8521739128619282,1.5840837893133213
13,7,David Arquette,David Arquette,David Arquette,True,True,0.9999999996571428,15.081151337561446
13,8,Nancy Grace,Nancy Grace,Nancy Grace,True,True,0.9259259254972564,3.134574925414934
13,9,Hope Solo,Hope Solo,Hope Solo,True,True,0.9999999991999999,2.114526334579968
13,10,,J.R. Martinez,J.R. Martinez,False,False,0.9999999985000001,11.651385421711655
14,1,,Martina Navratilova,Martina Navratilova,False,False,1.1092436973757394,0.8378137836854929
14,2,Martina Navratilova,Martina Navratilova,Martina Navratilova,True,True,0.927066450495139,2.022593567976002
14,3,Jack Wagner,Jack Wagner,Jack Wagner,True,True,2.199999999516,7.9458145563716345
14,4,Sherri Sheperd,Sherri Sheperd,Sherri Sheperd,True,True,1.0456273762933297,4.016855363475604
14,5,Gavin DeGraw,Gavin DeGraw,Gavin DeGraw,True,True,0.8626198081950923,1.7848648694932243
14,6,Gladys Knight,Gladys Knight,Gladys Knight,True,True,0.9999999998095238,1.433334424629634
14,7,Jaleel White,Jaleel White,Jaleel White,True,True,0.9702970294676013,15.743499029992961
14,8,Roshon Fegan,Roshon Fegan,Roshon Fegan,True,True,1.0096153842659024,40.95804550384295
14,9,Maria Menounos,Donald Driver,Maria Menounos,False,True,0.9999999991999999,151.86408724662334
14,10,,Donald Driver,Donald Driver,False,False,2.9999999865,217.52002121450636
15,1,Pamela Anderson,Pamela Anderson,Pamela Anderson,True,True,0.974464579833326,3.278749586932227
15,2,Joey Fatone,Joey Fatone,Joey Fatone,True,True,1.0651769086571163,4.44461109381762
15,3,Helio Castroneves,Drew Lachey,Helio Castroneves,False,True,0.9467918621951785,14.775639929563207
15,4,Bristol Palin,Bristol Palin,Bristol Palin,True,True,0.8970099666567147,4.431756171973624
15,5,,Emmitt Smith,Kirstie Alley,False,False,0.7850467288545725,1.272755948368772
15,6,Sabrina Bryan,Emmitt Smith,Sabrina Bryan,False,True,0.9230769229146238,21.841850573444756
15,7,,Kirstie Alley,Kirstie Alley,False,False,0.99999999975,0.7766765161319139
15,8,Gilles Marini,Kirstie Alley,Gilles Marini,False,True,0.9074074072015604,20.509591705965583
15,9,Apolo Anton Ohno,Emmitt Smith,Apolo Anton Ohno,False,True,0.9999999995,47.66164667401208
15,10,,Shawn Johnson,Melissa Rycroft,False,False,0.9999999985000001,75.96522964647512
16,1,,D. L. Hughley,D. L. Hughley,False,False,0.9602686065258653,1.0235554494336037
16,2,,D. L. Hughley,D. L. Hughley,False,False,1.0293941210868431,0.8318876626127759
16,3,Wynonna Judd,Wynonna Judd,Wynonna Judd,True,True,0.9587955625071203,1.5479084000944043
16,4,Lisa Vanderpump,Lisa Vanderpump,Lisa Vanderpump,True,True,1.063144329759904,2.109691460344296
16,5,D. L. Hughley,D. L. Hughley,D. L. Hughley,True,True,1.2107623316186733,2.0613404472917662
16,6,Victor Ortiz,Victor Ortiz,Victor Ortiz,True,True,1.0029850744352506,5.140861031091906
16,7,Andy Dick,Andy Dick,Andy Dick,True,True,0.99999999975,1.2619131962041688
16,8,Sean Lowe,Sean Lowe,Sean Lowe,True,True,0.9999999996571428,3.8983076504377783
16,9,Ingo Rademacher,Ingo Rademacher,Ingo Rademacher,True,True,0.7812499996948243,17.674876175174678
16,10,Alexandra Raisman,Alexandra Raisman,Alexandra Raisman,True,True,0.7407407403017833,80.19642664440795
17,1,,Keyshawn Johnson,Keyshawn Johnson,False,False,0.9554565700792953,0.24255126214467734
17,2,Keyshawn Johnson,Keyshawn Johnson,Keyshawn Johnson,True,True,0.8956158663209974,1.8758809267705356
17,3,Bill Nye,Bill Nye,Bill Nye,True,True,1.0707964600623308,0.8930655739106892
17,4,Valerie Harper,Valerie Harper,Valerie Harper,True,True,0.8918918917954711,1.9889048632116262
17,5,Christina Milian,Elizabeth Berkley Lauren,Christina Milian,False,True,0.8794788272455412,8.43238959746897
17,6,,Bill Engvall,Bill Engvall,False,False,0.9999999998095238,0.377569792481649
17,7,"Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi",True,True,0.8959999998470827,14.793071537880342
17,8,Brant Daugherty,Brant Daugherty,Brant Daugherty,True,True,0.8376068374314413,7.320847988845732
17,9,Elizabeth Berkley Lauren,Amber Riley,Elizabeth Berkley Lauren,False,True,1.0096153842659024,6.129223748171187
17,10,Leah Remini,Leah Remini,Leah Remini,True,True,0.9999999995,4.199282047699083
17,11,Bill Engvall,Bill Engvall,Bill Engvall,True,True,0.9999999991999999,8.347544274650401
18,1,,Billy Dee Williams,Billy Dee Williams,False,False,0.9662162161378742,0.5047995934806245
18,2,Sean Avery,Sean Avery,Sean Avery,True,True,1.06890459352532,2.3623251055884964
18,3,,Drew Carey,Drew Carey,False,False,0.7692307691420119,0.6973407676801255
18,4,,Candace Cameron Bure,Candace Cameron Bure,False,False,1.0424710423080306,0.7487478520574459
18,5,Cody Simpson,Cody Simpson,Cody Simpson,True,True,0.9747292417347417,3.7264133591004263
18,6,Drew Carey,Drew Carey,Drew Carey,True,True,1.1199999997610666,5.602999157115158
18,7,NeNe Leakes,NeNe Leakes,NeNe Leakes,True,True,0.99999999975,12.536648815936319
18,8,Danica McKellar,Danica McKellar,Danica McKellar,True,True,1.6153846144899409,17.785092172098445
